NUMB1120	YearN	H	HFIX	NUST	OES
3192	2028	6300	1	16	5
3193	2028	6370	1	2.4	5
3194	2028	6000	1	25.8	5
3195	2028	5700	1	55.9	5
3199	2028	6500	1	300.24	5
3201	2028	7000	1	77.4	5
3202	2028	30	1	10.5	1
3204	2028	3510	1	25.2	4
3205	2028	500	1	4	5
3206	2028	6400	1	4.5	5
3207	2028	5600	1	6	7
3209	2028	1300	1	8.1	4
3211	2028	8050	1	16	5
3212	2028	2500	1	5.2	5
3213	2028	0	1	6.45	5
3214	2028	6900	1	12	1
3219	2028	5291.9792	1	72	7
3221	2028	5500	1	207.108	5
3222	2028	1310	1	33.9	4
3223	2028	2600	1	8	4
3224	2028	5500	1	30	7
3226	2028	7242	1	48.37	4
3227	2028	2200	1	8.2	3
3228	2028	8000	1	16	3
3229	2028	4200	1	8	5
3230	2028	6774	1	1.1	6
3231	2028	3270	1	13.93	5
3232	2028	5500	1	13.26	7
3236	2028	5000	1	489	4
3240	2028	6742	1	3.9	4
3241	2028	6000	1	14.3	5
3581	2028	0	1	198	4
3606	2028	4500	1	8.6	1
7	2029	4400	1	178	1
10	2029	4150	1	305	1
22	2029	4250	1	24	1
25	2029	1400	1	22	1
39	2029	5271.99999999999	1	512.7	1
42	2029	490	1	53.06	1
43	2029	2660	1	23.253	2
55	2029	7234	1	20.5	1
78	2029	6325	1	20	1
79	2029	5061.46666666667	1	78	1
82	2029	2000	1	18	1
84	2029	5150	1	93	1
85	2029	2450	1	24	1
86	2029	4800	1	22.8	1
90	2029		1	8.5	1
94	2029	1900	1	24	1
115	2029	8540	1	345.8	2
116	2029	7337.39721954244	1	189.8	2
117	2029	6440	1	159	2
120	2029	1200	1	3	2
126	2029	3400	1	656.21	2
127	2029	0	1	4.3	3
142	2029	1310	1	43	2
164	2029	8142	1	12	1
204	2029	1070	1	24	2
209	2029	3545	1	24.7	2
212	2029	8442	1	35.518	1
226	2029	2380	1	400	2
234	2029	7682.6111424578	1	24.9	2
239	2029	5190	1	105	2
241	2029	3900	1	101.5	2
242	2029	5957.03337396161	1	24	2
248	2029	6750	1	6.72	5
272	2029	7521	1	332	2
273	2029	0	1	12	2
282	2029	0.05	1	121	4
325	2029	5075	1	20.5	3
355	2029	5100	1	54	3
382	2029	0	1	6	4
386	2029	6000	1	130	4
399	2029	5500	1	225	4
433	2029	6670	1	494.783	3
435	2029	7990	1	149.9	5
436	2029	2115	1	24	5
437	2029	3965	1	108	5
438	2029	2015	1	70.5	5
455	2029	7300	1	24.5	5
456	2029	7400	1	300	5
457	2029	7500	1	208.77	5
458	2029	7700	1	101	5
459	2029	5800	1	229	5
460	2029	4000	1	36	5
461	2029	0	1	6	5
472	2029	6500	1	42	5
483	2029	7300	1	23.6	5
487	2029	5200	1	24	5
497	2029	6500	1	172	5
506	2029	6013.91304347826	1	23	5
511	2029	6200	1	458	5
526	2029	0	1	8.001	5
533	2029	1688.2599362149	1	10	5
551	2029	7300	1	119.57	5
559	2029	6500	1	536.5	6
565	2029	6500	1	1200	6
580	2029	3775	1	200	6
582	2029	2440.21885999078	1	18	6
584	2029	6500	1	140	6
585	2029	866	1	14.7	6
608	2029	5248	1	600	6
612	2029	6113	1	24.8	6
613	2029	2676	1	85	6
628	2029	6500	1	469.9	6
631	2029	2198	1	17	6
632	2029	5143	1	24	6
635	2029	5111	1	320	6
636	2029	6500	1	421	6
637	2029	6500	1	89.9	6
638	2029	3026	1	18.8	6
639	2029	0	1	6	6
641	2029	1	1	0	6
644	2029	6500	1	60	6
671	2029	5200	1	155	6
676	2029	6500	1	452.8	6
681	2029	3502	1	12	6
682	2029	2689	1	24	6
683	2029	3728	1	410	6
685	2029	723.9726661449	1	18	6
729	2029	137.1	1	224	9
737	2029	2072.3	1	75	9
741	2029	3833	1	30	9
744	2029	1340	1	50	9
755	2029	5130	1	48	9
771	2029	120	1	27.2	7
772	2029	4500	1	12	7
777	2029		1	0	7
829	2029	6500	1	282	5
832	2029	0	1	120	5
856	2029	5823.89143595825	1	16	2
873	2029	0	1	0	2
875	2029	6000	1	22	4
898	2029	0	1	24	5
945	2029	5580	1	25.218	1
946	2029	4130	1	20	2
953	2029	0	1	5.48	1
956	2029	2610	1	12	2
988	2029	3830	1	20.25	2
989	2029	7000	1	24	5
1041	2029	150	1	82.6	7
1060	2029	0	1	12	4
1061	2029		1	16	4
1062	2029		1	6	4
1063	2029	5800	1	44	1
1068	2029	0	1	21	9
1094	2029	7100	1	220	3
1097	2029	3860	1	76	6
1128	2029	6670	1	24	2
1129	2029	2533.00432830387	1	6	2
1132	2029	8919.27514546966	1	6	2
1144	2029	2000	1	12	2
1155	2029	6000	1	24	5
1156	2029	300	1	72	5
1157	2029	260	1	72	5
1188	2029	0	1	20	1
1197	2029	0	1	6	4
1203	2029	4500	1	144.7	5
1209	2029	1740	1	24	6
1211	2029	1908	1	24	6
1214	2029	5002.52019853031	1	4	5
1241	2029	5100	1	43.6	3
1248	2029	269	1	297.44	6
1265	2029	6000	1	7.1	1
1266	2029	7200	1	2	3
1269	2029	8400	1	170	2
1272	2029	0.5	1	16	2
1274	2029	8342	1	144.8	6
1310	2029	4380	1	53	2
1321	2029	1000	1	294	4
1323	2029	1600	1	6	5
1325	2029	8233	1	18	6
1327	2029	0	1	2.1	2
1328	2029	6030	1	22.9	2
1333	2029	6150	1	12	1
1335	2029	5860	1	60	1
1337	2029	3830	1	9.75	4
1341	2029	2430	1	90	2
1350	2029	7400	1	24.2	2
1353	2029	1000	1	2.6	5
1366	2029	6070	1	75	1
1434	2029	3250	1	460	6
1437	2029	3000	1	30	3
1439	2029	7719	1	49	3
1443	2029	3943	1	10	6
1478	2029	4500	1	8.6	1
1505	2029	7300	1	17.92	5
1518	2029	0.05	1	64.8	2
1561	2029	815	1	4	4
1562	2029	4800	1	2.1	4
1565	2029	1900	1	173.557	7
1570	2029	2539	1	36	6
1571	2029	2840	1	28	3
1575	2029	800	1	12	6
1580	2029	420	1	5	3
1587	2029	6500	1	62	9
1588	2029	8630	1	67.259	3
1593	2029	0	1	24	6
1595	2029	2875	1	73	3
1597	2029	7000	1	24.9	5
1610	2029	6000	1	126	7
1732	2029	6000	1	690.682	4
1758	2029	2009.91560686681	1	106	5
1759	2029	8200	1	607.62	5
1761	2029	1200	1	36.9	5
1762	2029	2300	1	10	5
1763	2029	8000	1	54.672	5
1766	2029	6800	1	24	5
1770	2029	8000	1	315	5
1771	2029	5800	1	131.908	5
1799	2029	2653	1	144	6
1814	2029	3770	1	19.9	5
1817	2029	1440	1	25	9
1820	2029	0	1	110	2
1826	2029	0	1	46.2	7
1832	2029	1305.26674857549	1	18	2
1836	2029	1700	1	7.5	1
1837	2029	3600	1	8.202	4
1841	2029	3069	1	9.5	6
1842	2029	0	1	18	6
1851	2029	4019	1	13.5	6
1854	2029	2966	1	284	6
1865	2029	5300	1	3.5	5
1878	2029	5417	1	690	6
1891	2029	935	1	25	6
1938	2029	10000	1	24	5
1950	2029	50	1	17.3	6
1952	2029	4000	1	18.4	5
1986	2029	6500	1	550	7
2053	2029	600	1	5	9
2066	2029	8000	1	106.5	5
2070	2029	0	1	139.46	7
2072	2029	80	1	2.166	3
2073	2029	500	1	12	1
2074	2029	100	1	9	1
2075	2029	2	1	9	1
2077	2029	325	1	15.6	6
2084	2029	7600	1	72	5
2088	2029	8300	1	450	2
3003	2029	2200	1	21	1
3007	2029	7543	1	6	4
3011	2029	7335	1	206.4	6
3014	2029	3720	1	40	2
3015	2029	1000	1	3	5
3032	2029	5000	1	12	5
3034	2029	3500	1	14.4	5
3035	2029	0	1	24.9	1
3036	2029	7500	1	21.2	5
3037	2029	2100	1	34.53	5
3038	2029	2200	1	15	5
3039	2029	8600	1	60	5
3040	2029	4000	1	14.92	5
3041	2029	5895	1	12.45	2
3054	2029	4122.52400745139	1	8	5
3055	2029	60.0000000000001	1	7.5	2
3056	2029	7000	1	16	2
3057	2029	4057.1800702509	1	24	5
3061	2029	7477.03830685856	1	24.9	5
3062	2029	0	1	153	4
3063	2029	5800	1	7.28	4
3064	2029	3550	1	6	6
3065	2029	1	1	86	4
3068	2029	0	1	33	4
3074	2029	400	1	18	4
3075	2029	900	1	20.4	4
3081	2029	0	1	23.4	2
3087	2029	4050	1	24	3
3088	2029	4620	1	13.69	2
3089	2029	4860	1	23.496	3
3090	2029	165	1	131.8	4
3091	2029	105	1	135	4
3092	2029	110	1	129.3	4
3095	2029	503.848010880147	1	10.8	4
3099	2029	2000	1	2.7	1
3100	2029	6290.85868230988	1	200	5
3115	2029	5200	1	6.5	1
3116	2029	300	1	4.62	1
3119	2029	2200	1	33.8	4
3124	2029	7000	1	28.85	5
3132	2029	4600	1	12	3
3133	2029	800	1	7.5	2
3134	2029	3757.09592788999	1	17	2
3135	2029	5350	1	6.2	2
3136	2029	3050	1	6.704	2
3138	2029	7971	1	24	6
3139	2029	8502	1	24	6
3140	2029	6650	1	100	1
3141	2029	4200	1	6	1
3142	2029	1350	1	2.3	1
3143	2029	5340	1	55	1
3144	2029	100	1	2.4	1
3145	2029	3180	1	10.4	1
3148	2029	7800	1	23.902	5
3149	2029	7200	1	8.6	5
3150	2029	500	1	12	5
3151	2029	4000	1	9	5
3153	2029	4700	1	20	5
3154	2029	5200	1	20	5
3155	2029	7370	1	42.99	3
3159	2029	5764.96308415993	1	18	5
3160	2029	6700	1	15	1
3161	2029	2680	1	6	2
3162	2029	4500	1	280	2
3163	2029	363.57726311527	1	8	5
3164	2029	0	1	12	5
3165	2029	8389.6537725	1	16	5
3166	2029	6200	1	14.5	5
3167	2029	0	1	3.09	5
3169	2029	7500	1	92	5
3170	2029	2523	1	14	3
3171	2029	7911	1	18	3
3172	2029	5500	1	55	3
3173	2029	2000	1	20.5	4
3174	2029	3900	1	12.078	4
3175	2029	7230	1	2.12	2
3176	2029	7200	1	3.55	3
3177	2029	5850	1	24.9	5
3178	2029	3545.39265324867	1	6	2
3180	2029	5310	1	52.7	4
3181	2029	4500	1	2	4
3183	2029	4300	1	7.1	4
3184	2029	5035	1	12.504	3
3185	2029	4200	1	24	3
3186	2029	2528	1	162	6
3189	2029	1200	1	15.4	5
3190	2029	6500	1	35.84	5
3191	2029	5000	1	4.3	5
3192	2029	6300	1	16	5
3193	2029	6370	1	2.4	5
3194	2029	6000	1	25.8	5
3195	2029	5700	1	55.9	5
3199	2029	6500	1	300.24	5
3201	2029	7000	1	77.4	5
3202	2029	30	1	10.5	1
3204	2029	3510	1	25.2	4
3205	2029	500	1	4	5
3206	2029	6500	1	4.5	5
3207	2029	5600	1	6	7
3209	2029	1300	1	8.1	4
3211	2029	8050	1	16	5
3212	2029	2500	1	5.2	5
3213	2029	0	1	6.45	5
3214	2029	6900	1	12	1
3219	2029	5291.9792	1	72	7
3221	2029	5500	1	207.108	5
3222	2029	1310	1	33.9	4
3223	2029	2600	1	8	4
3224	2029	5500	1	30	7
3226	2029	7242	1	48.37	4
3227	2029	2200	1	8.2	3
3228	2029	8000	1	16	3
3229	2029	4200	1	8	5
3230	2029	6774	1	1.1	6
3231	2029	3270	1	13.93	5
3232	2029	5500	1	13.26	7
3240	2029	6742	1	3.9	4
3241	2029	6000	1	14.3	5
3581	2029	0	1	198	4
3606	2029	4500	1	8.6	1
7	2030	4400	1	178	1
10	2030	4150	1	305	1
22	2030	4250	1	24	1
25	2030	1400	1	22	1
39	2030	5271.99999999999	1	512.7	1
42	2030	490	1	53.06	1
43	2030	2660	1	23.253	2
55	2030	7234	1	20.5	1
78	2030	6325	1	20	1
79	2030	5061.46666666667	1	78	1
82	2030	2000	1	18	1
84	2030	5150	1	93	1
85	2030	2450	1	24	1
86	2030	4800	1	22.8	1
90	2030		1	8.5	1
94	2030	1900	1	24	1
115	2030	8540	1	345.8	2
116	2030	7337.39721954244	1	189.8	2
117	2030	6440	1	159	2
120	2030	1200	1	3	2
126	2030	3400	1	656.21	2
127	2030	0	1	4.3	3
142	2030	1310	1	43	2
154	2030	4428.6	1	1376.4	2
164	2030	8142	1	12	1
204	2030	1070	1	24	2
209	2030	3545	1	24.7	2
212	2030	8442	1	35.518	1
226	2030	2380	1	400	2
234	2030	7682.6111424578	1	24.9	2
239	2030	5190	1	105	2
241	2030	3900	1	101.5	2
242	2030	5957.03337396161	1	24	2
248	2030	6750	1	6.72	5
272	2030	7521	1	332	2
273	2030	0	1	12	2
282	2030	0.05	1	121	4
325	2030	5075	1	20.5	3
355	2030	5100	1	54	3
382	2030	0	1	6	4
386	2030	6000	1	130	4
433	2030	6670	1	494.783	3
435	2030	7990	1	149.9	5
436	2030	2115	1	24	5
437	2030	3965	1	108	5
438	2030	2015	1	70.5	5
455	2030	7300	1	24.5	5
456	2030	7400	1	300	5
457	2030	7500	1	208.77	5
458	2030	7700	1	101	5
459	2030	5800	1	229	5
460	2030	4000	1	36	5
461	2030	0	1	6	5
472	2030	6500	1	42	5
483	2030	7300	1	23.6	5
487	2030	5200	1	24	5
497	2030	6500	1	172	5
506	2030	6013.91304347826	1	23	5
511	2030	6200	1	458	5
526	2030	0	1	8.001	5
533	2030	1688.2599362149	1	10	5
551	2030	7300	1	119.57	5
559	2030	6500	1	536.5	6
565	2030	6500	1	1200	6
580	2030	3775	1	200	6
582	2030	2440.21885999078	1	18	6
584	2030	6500	1	140	6
585	2030	866	1	14.7	6
608	2030	5248	1	600	6
612	2030	6113	1	24.8	6
613	2030	2676	1	85	6
628	2030	6500	1	469.9	6
631	2030	2198	1	17	6
632	2030	5143	1	24	6
635	2030	5111	1	320	6
636	2030	6500	1	421	6
637	2030	6500	1	89.9	6
638	2030	3026	1	18.8	6
639	2030	0	1	6	6
641	2030	1	1	0	6
644	2030	6500	1	60	6
671	2030	6500	1	155	6
676	2030	6500	1	452.8	6
681	2030	3502	1	12	6
682	2030	2689	1	24	6
683	2030	3728	1	410	6
685	2030	723.9726661449	1	18	6
729	2030	137.1	1	224	9
737	2030	2072.3	1	75	9
741	2030	3833	1	30	9
744	2030	1340	1	50	9
755	2030	5130	1	48	9
771	2030	120	1	27.2	7
772	2030	4500	1	12	7
777	2030		1	0	7
829	2030	6500	1	282	5
832	2030	0	1	120	5
856	2030	5823.89143595825	1	16	2
873	2030	0	1	0	2
875	2030	6000	1	22	4
898	2030	0	1	24	5
945	2030	5580	1	25.218	1
946	2030	4130	1	20	2
953	2030	0	1	5.48	1
956	2030	2610	1	12	2
988	2030	3830	1	20.25	2
989	2030	7000	1	24	5
1041	2030	150	1	82.6	7
1060	2030	0	1	12	4
1061	2030		1	16	4
1062	2030		1	6	4
1063	2030	5800	1	44	1
1068	2030	0	1	21	9
1094	2030	7300	1	220	3
1097	2030	3860	1	76	6
1128	2030	6670	1	24	2
1129	2030	2533.00432830387	1	6	2
1132	2030	8919.27514546966	1	6	2
1144	2030	2000	1	12	2
1155	2030	6000	1	24	5
1156	2030	300	1	72	5
1157	2030	260	1	72	5
1188	2030	0	1	20	1
1197	2030	0	1	6	4
1203	2030	4500	1	144.7	5
1209	2030	1740	1	24	6
1211	2030	1908	1	24	6
1214	2030	5002.52019853031	1	4	5
1241	2030	5100	1	43.6	3
1248	2030	269	1	297.44	6
1265	2030	6000	1	7.1	1
1266	2030	7200	1	2	3
1269	2030	8400	1	170	2
1272	2030	0.5	1	16	2
1274	2030	8342	1	144.8	6
1298	2030	7100	1	405.6	3
1310	2030	4380	1	53	2
1321	2030	1000	1	294	4
1323	2030	1600	1	6	5
1325	2030	8233	1	18	6
1327	2030	0	1	2.1	2
1328	2030	6030	1	22.9	2
1333	2030	6150	1	12	1
1335	2030	5860	1	60	1
1337	2030	3830	1	9.75	4
1341	2030	2440	1	90	2
1350	2030	7400	1	24.2	2
1353	2030	1000	1	2.6	5
1366	2030	6070	1	75	1
1434	2030	6500	1	460	6
1437	2030	3000	1	30	3
1439	2030	7719	1	49	3
1443	2030	3943	1	10	6
1478	2030	4500	1	8.6	1
1505	2030	7300	1	17.92	5
1518	2030	0.05	1	64.8	2
1561	2030	815	1	4	4
1562	2030	4800	1	2.1	4
1565	2030	1900	1	173.557	7
1570	2030	2539	1	36	6
1571	2030	2840	1	28	3
1575	2030	800	1	12	6
1580	2030	420	1	5	3
1587	2030	6500	1	62	9
1588	2030	8630	1	67.259	3
1593	2030	0	1	24	6
1595	2030	2875	1	73	3
1597	2030	7000	1	24.9	5
1610	2030	6000	1	126	7
1732	2030	5500	1	1010.682	4
1758	2030	2009.91560686681	1	106	5
1759	2030	8200	1	607.62	5
1761	2030	1200	1	36.9	5
1762	2030	2300	1	10	5
1763	2030	8000	1	54.672	5
1766	2030	6800	1	24	5
1770	2030	8000	1	315	5
1771	2030	5800	1	131.908	5
1783	2030	6175	1	1050	6
1799	2030	2653	1	144	6
1814	2030	3770	1	19.9	5
1817	2030	1440	1	25	9
1820	2030	0	1	110	2
1826	2030	0	1	46.2	7
1832	2030	1305.26674857549	1	18	2
1836	2030	1700	1	7.5	1
1837	2030	3600	1	8.202	4
1841	2030	3069	1	9.5	6
1842	2030	0	1	18	6
1851	2030	4019	1	13.5	6
1854	2030	2966	1	284	6
1865	2030	5300	1	3.5	5
1878	2030	6500	1	690	6
1891	2030	935	1	25	6
1938	2030	10000	1	24	5
1950	2030	50	1	17.3	6
1952	2030	4000	1	18.4	5
1986	2030	6500	1	550	7
2053	2030	600	1	5	9
2066	2030	8000	1	106.5	5
2070	2030	0	1	139.46	7
2072	2030	80	1	2.166	3
2073	2030	500	1	12	1
2074	2030	100	1	9	1
2075	2030	2	1	9	1
2077	2030	325	1	15.6	6
2084	2030	7600	1	72	5
2088	2030	8300	1	450	2
3003	2030	2200	1	21	1
3007	2030	7543	1	6	4
3011	2030	7335	1	206.4	6
3014	2030	3720	1	40	2
3015	2030	1000	1	3	5
3032	2030	5000	1	12	5
3034	2030	3500	1	14.4	5
3035	2030	0	1	24.9	1
3036	2030	7500	1	21.2	5
3037	2030	2100	1	34.53	5
3038	2030	2200	1	15	5
3039	2030	8600	1	60	5
3040	2030	4000	1	14.92	5
3041	2030	5895	1	12.45	2
3054	2030	4122.52400745139	1	8	5
3055	2030	60.0000000000001	1	7.5	2
3056	2030	7000	1	16	2
3057	2030	4057.1800702509	1	24	5
3061	2030	7477.03830685856	1	24.9	5
3062	2030	0	1	153	4
3063	2030	5800	1	7.28	4
3064	2030	3550	1	6	6
3065	2030	1	1	86	4
3068	2030	0	1	33	4
3074	2030	400	1	18	4
3075	2030	900	1	20.4	4
3081	2030	0	1	23.4	2
3087	2030	4050	1	24	3
3088	2030	4620	1	13.69	2
3089	2030	4860	1	23.496	3
3090	2030	165	1	131.8	4
3091	2030	105	1	135	4
3092	2030	110	1	129.3	4
3095	2030	503.848010880147	1	10.8	4
3096	2030	5000	1	470	4
3099	2030	2000	1	2.7	1
3100	2030	6290.85868230988	1	200	5
3115	2030	5200	1	6.5	1
3116	2030	300	1	4.62	1
3119	2030	2200	1	33.8	4
3124	2030	7000	1	28.85	5
3132	2030	4600	1	12	3
3133	2030	800	1	7.5	2
3134	2030	3757.09592788999	1	17	2
3135	2030	5350	1	6.2	2
3136	2030	3050	1	6.704	2
3138	2030	7971	1	24	6
3139	2030	8502	1	24	6
3140	2030	6650	1	100	1
3141	2030	4200	1	6	1
3142	2030	1350	1	2.3	1
3143	2030	5340	1	55	1
3144	2030	100	1	2.4	1
3145	2030	3180	1	10.4	1
3148	2030	7800	1	23.902	5
3149	2030	7200	1	8.6	5
3150	2030	500	1	12	5
3151	2030	4000	1	9	5
3153	2030	4700	1	20	5
3154	2030	5200	1	20	5
3155	2030	7370	1	42.99	3
3159	2030	5764.96308415993	1	18	5
3160	2030	6700	1	15	1
3161	2030	2680	1	6	2
3162	2030	4500	1	280	2
3163	2030	363.57726311527	1	8	5
3164	2030	0	1	12	5
3165	2030	8389.6537725	1	16	5
3166	2030	6200	1	14.5	5
3167	2030	0	1	3.09	5
3169	2030	7500	1	92	5
3170	2030	2523	1	14	3
3171	2030	7911	1	18	3
3172	2030	5500	1	55	3
3173	2030	2000	1	20.5	4
3174	2030	3900	1	12.078	4
3175	2030	7230	1	2.12	2
3176	2030	7200	1	3.55	3
3177	2030	5850	1	24.9	5
3178	2030	3545.39265324867	1	6	2
3180	2030	5310	1	52.7	4
3181	2030	4500	1	2	4
3183	2030	4300	1	7.1	4
3184	2030	5035	1	12.504	3
3185	2030	4200	1	24	3
3186	2030	2528	1	162	6
3189	2030	1200	1	15.4	5
3190	2030	6500	1	35.84	5
3191	2030	5000	1	4.3	5
3192	2030	6300	1	16	5
3193	2030	6370	1	2.4	5
3194	2030	6000	1	25.8	5
3195	2030	5700	1	55.9	5
3199	2030	6500	1	300.24	5
3201	2030	7000	1	77.4	5
3202	2030	30	1	10.5	1
3204	2030	3510	1	25.2	4
3205	2030	500	1	4	5
3206	2030	6500	1	4.5	5
3207	2030	5600	1	6	7
3209	2030	1300	1	8.1	4
3211	2030	8050	1	16	5
3212	2030	2500	1	5.2	5
3213	2030	0	1	6.45	5
3214	2030	6900	1	12	1
3219	2030	5291.97916666667	1	72	7
3221	2030	5500	1	207.108	5
3222	2030	1310	1	33.9	4
3223	2030	2600	1	8	4
3224	2030	5500	1	30	7
3226	2030	7242	1	48.37	4
3227	2030	2200	1	8.2	3
3228	2030	8000	1	16	3
3229	2030	4200	1	8	5
3230	2030	6774	1	1.1	6
3231	2030	3270	1	13.93	5
3232	2030	5500	1	13.26	7
3240	2030	6742	1	3.9	4
3241	2030	6000	1	14.3	5
3581	2030	0	1	198	4
3582	2030	5000	1	160	4
3606	2030	4500	1	8.6	1
7	2031	4400	1	178	1
10	2031	4150	1	305	1
22	2031	4250	1	24	1
25	2031	1400	1	22	1
39	2031	5271.99999999999	1	512.7	1
42	2031	490	1	53.06	1
43	2031	2737.19520061928	1	23.253	2
55	2031	7234	1	20.5	1
78	2031	6325	1	20	1
79	2031	5061.46666666667	1	78	1
82	2031	2000	1	18	1
84	2031	5150	1	93	1
85	2031	2450	1	24	1
86	2031	4800	1	22.8	1
90	2031		1	8.5	1
94	2031	1900	1	24	1
115	2031	8540	1	345.8	2
116	2031	7337.39721954244	1	189.8	2
117	2031	6440	1	159	2
120	2031	1200	1	3	2
126	2031	3400	1	656.21	2
127	2031	0	1	4.3	3
142	2031	1310	1	43	2
164	2031	8142	1	12	1
204	2031	1070	1	24	2
209	2031	3545	1	24.7	2
212	2031	8442	1	35.518	1
226	2031	2380	1	400	2
234	2031	7682.6111424578	1	24.9	2
239	2031	5190	1	105	2
241	2031	3900	1	101.5	2
242	2031	5957.03337396161	1	24	2
248	2031	6750	1	6.72	5
272	2031	7521	1	332	2
273	2031	0	1	12	2
282	2031	0.05	1	121	4
325	2031	5075	1	20.5	3
355	2031	5100	1	54	3
382	2031	0	1	6	4
433	2031	6670	1	494.783	3
435	2031	7990	1	149.9	5
436	2031	2115	1	24	5
437	2031	3965	1	108	5
438	2031	2015	1	70.5	5
455	2031	7300	1	24.5	5
456	2031	7400	1	300	5
457	2031	7500	1	208.77	5
458	2031	7700	1	101	5
459	2031	5800	1	229	5
460	2031	4000	1	36	5
461	2031	0	1	6	5
472	2031	6500	1	42	5
483	2031	7300	1	23.6	5
487	2031	5200	1	24	5
497	2031	6500	1	172	5
506	2031	6013.91304347826	1	23	5
511	2031	6200	1	458	5
526	2031	0	1	8.001	5
533	2031	1688.2599362149	1	10	5
551	2031	7300	1	119.57	5
559	2031	6500	1	536.5	6
565	2031	6500	1	1200	6
580	2031	3775	1	200	6
582	2031	2440.21885999078	1	18	6
584	2031	6500	1	140	6
585	2031	866	1	14.7	6
608	2031	5248	1	600	6
612	2031	6113	1	24.8	6
613	2031	2676	1	85	6
628	2031	6500	1	469.9	6
631	2031	2198	1	17	6
632	2031	5143	1	24	6
635	2031	5111	1	320	6
636	2031	6500	1	421	6
637	2031	6500	1	89.9	6
638	2031	3026	1	18.8	6
639	2031	0	1	6	6
641	2031	1	1	0	6
644	2031	6500	1	60	6
671	2031	6500	1	155	6
676	2031	6500	1	452.8	6
681	2031	3502	1	12	6
682	2031	2689	1	24	6
683	2031	3728	1	410	6
685	2031	723.9726661449	1	18	6
729	2031	137.1	1	224	9
737	2031	2072.3	1	75	9
741	2031	3833	1	30	9
744	2031	1340	1	50	9
755	2031	5130	1	48	9
771	2031	120	1	27.2	7
772	2031	4500	1	12	7
777	2031		1	0	7
829	2031	6500	1	282	5
832	2031	0	1	120	5
856	2031	5823.89143595825	1	16	2
873	2031	0	1	0	2
875	2031	6000	1	22	4
898	2031	0	1	24	5
945	2031	5580	1	25.218	1
946	2031	4130	1	20	2
953	2031	0	1	5.48	1
956	2031	2610	1	12	2
988	2031	3830	1	20.25	2
989	2031	7000	1	24	5
1041	2031	150	1	82.6	7
1060	2031	0	1	12	4
1061	2031		1	16	4
1062	2031		1	6	4
1063	2031	5800	1	44	1
1068	2031	0	1	21	9
1094	2031	7400	1	220	3
1097	2031	3860	1	76	6
1128	2031	6670	1	24	2
1129	2031	2533.00432830387	1	6	2
1132	2031	8919.27514546966	1	6	2
1144	2031	2000	1	12	2
1155	2031	6000	1	24	5
1156	2031	300	1	72	5
1157	2031	260	1	72	5
1188	2031	0	1	20	1
1197	2031	0	1	6	4
1203	2031	4500	1	144.7	5
1209	2031	1740	1	24	6
1211	2031	1908	1	24	6
1214	2031	5002.52019853031	1	4	5
1241	2031	5100	1	43.6	3
1248	2031	269	1	297.44	6
1265	2031	6000	1	7.1	1
1266	2031	7200	1	2	3
1269	2031	8400	1	170	2
1272	2031	0.5	1	16	2
1274	2031	8342	1	144.8	6
1298	2031	7200	1	405.6	3
1310	2031	4380	1	53	2
1321	2031	1000	1	294	4
1323	2031	1600	1	6	5
1325	2031	8233	1	18	6
1327	2031	0	1	2.1	2
1328	2031	6030	1	22.9	2
1333	2031	6150	1	12	1
1335	2031	5860	1	60	1
1337	2031	3830	1	9.75	4
1341	2031	2440	1	90	2
1350	2031	7400	1	24.2	2
1353	2031	1000	1	2.6	5
1366	2031	6070	1	75	1
1434	2031	6500	1	460	6
1437	2031	3000	1	30	3
1439	2031	7719	1	49	3
1443	2031	3943	1	10	6
1478	2031	4500	1	8.6	1
1505	2031	7300	1	17.92	5
1518	2031	0.05	1	64.8	2
1561	2031	815	1	4	4
1562	2031	4800	1	2.1	4
1565	2031	1900	1	173.557	7
1570	2031	2539	1	36	6
1571	2031	2840	1	28	3
1575	2031	800	1	12	6
1580	2031	420	1	5	3
1587	2031	6500	1	62	9
1588	2031	8630	1	67.259	3
1593	2031	0	1	24	6
1595	2031	2875	1	73	3
1597	2031	7000	1	24.9	5
1610	2031	6000	1	126	7
1758	2031	2009.91560686681	1	106	5
1759	2031	8200	1	607.62	5
1761	2031	1200	1	36.9	5
1762	2031	2300	1	10	5
1763	2031	8000	1	54.672	5
1766	2031	6800	1	24	5
1770	2031	8000	1	315	5
1771	2031	5800	1	131.908	5
1783	2031	6175	1	1050	6
1799	2031	2653	1	144	6
1814	2031	3770	1	19.9	5
1817	2031	1440	1	25	9
1820	2031	0	1	110	2
1826	2031	0	1	46.2	7
1832	2031	1305.26674857549	1	18	2
1836	2031	1700	1	7.5	1
1837	2031	3600	1	8.202	4
1841	2031	3069	1	9.5	6
1842	2031	0	1	18	6
1851	2031	4019	1	13.5	6
1854	2031	2966	1	284	6
1865	2031	5300	1	3.5	5
1878	2031	6500	1	690	6
1891	2031	935	1	25	6
1938	2031	10000	1	24	5
1950	2031	50	1	17.3	6
1952	2031	4000	1	18.4	5
1986	2031	6500	1	550	7
2053	2031	600	1	5	9
2066	2031	8000	1	106.5	5
2070	2031	0	1	139.46	7
2072	2031	80	1	2.166	3
2073	2031	500	1	12	1
2074	2031	100	1	9	1
2075	2031	2	1	9	1
2077	2031	325	1	15.6	6
